"id","title","product_type","product_tags","product_collections","image_url"
15243,"Eira|Blue Denim Smocking Dress","Dress","Colour:Dark Blue, Fabric:Denim, Gender:Women, GID_VWWDR24324015, GroupID:VWWDR24324015, Print:Solid, StyleID:VWWDR2432401501","ALL COLLECTIONS, Bleed Blue, Dresses, Earth-friendly Fabrics, Flash Sale, Hidden Gems, Inventory, Just In!, Kalki Koechlin | Shop The Look, Manushi Chilar's Party Go-To's!, Midnight Sapphire, Rock & Ros̩, The Denim Drop","https://cdn.shopify.com/s/files/1/0785/1674/8585/files/25_nov_virgio1468_512x.jpg?v=1743488179"
15246,"Gaia|Blue Wide Leg Denim","Trouser","Colour:Blue, Fabric:Denim, Gender:Women, GID_VWWJE24360276, GroupID:VWWJE24360276, Print:Solid, StyleID:VWWJE2436027602","ALL COLLECTIONS, Bottom wear, Bottomwear veronica, Earth-friendly Fabrics, Flash Sale, Inventory, Just In!, Kalki Koechlin | Shop The Look, Manushi Chilar's Party Go-To's!, Midnight Sapphire, Mystic Blue, Snug Season, The Denim Drop, trousers","https://cdn.shopify.com/s/files/1/0785/1674/8585/files/25_nov_virgio0009_1_a9f4591f-e6a9-465b-8006-cbeff74778de_1600x.jpg?v=1739446236"
15247,"Dove|Dark Blue Denim Shirt","Shirt","Colour:Dark Blue, Fabric:Denim, Gender:Women, GID_VWWSH24360293, GroupID:VWWSH24360293, Print:Solid, StyleID:VWWSH2436029302","ALL COLLECTIONS, Bleed Blue, Earth-friendly Fabrics, Flash Sale, Hidden Gems, Jackets, Just In!, Kalki Koechlin | Shop The Look, Manushi Chilar's Party Go-To's!, Midnight Sapphire, Shirts and Blouses, Snug Season, The Boyfriend's Hoodie, The Classic Edit, The Denim Drop, Tops, Topwear, Topwear veronica","https://cdn.shopify.com/s/files/1/0785/1674/8585/files/25_nov_virgio1530_512x.jpg?v=1743496386"
15249,"Mae|Dark Blue Wrap Mini Skirt","Skirt","Colour:Dark Blue, Fabric:Denim, Gender:Women, GID_VWWSK24360291, GroupID:VWWSK24360291, Print:Solid, StyleID:VWWSK2436029102","ALL COLLECTIONS, Bleed Blue, Bottomwear veronica, Earth-friendly Fabrics, Flash Sale, Hidden Gems, Inventory, Just In!, Kalki Koechlin | Shop The Look, Manushi Chilar's Party Go-To's!, Midnight Sapphire, Skirts | Shorts, The Denim Drop","https://cdn.shopify.com/s/files/1/0785/1674/8585/files/25_nov_virgio1503_512x.jpg?v=1738668245"
15250,"Zaya|Black High Waist Jeans","Trouser","Colour:Black, Fabric:Denim, Gender:Women, GID_VWWJE24360282, GroupID:VWWJE24360282, Print:Solid, StyleID:VWWJE2436028203","ALL COLLECTIONS, Bottomwear veronica, Crimson Night, Earth-friendly Fabrics, Flash Sale, Hidden Gems, Inventory, Just In!, Kalki Koechlin | Shop The Look, Manushi Chilar's Party Go-To's!, Midnight Sapphire, Snug Season, The Denim Drop, trousers","https://cdn.shopify.com/s/files/1/0785/1674/8585/files/25_nov_virgio0070_512x.jpg?v=1737115952"
15252,"Noa|Grey Wide Leg Denim","Trouser","Colour:Grey, Fabric:Denim, Gender:Women, GID_VWWJE24360276, GroupID:VWWJE24360276, Print:Solid, StyleID:VWWJE2436027601","ALL COLLECTIONS, Bottomwear veronica, Earth-friendly Fabrics, Flash Sale, Hidden Gems, Inventory, Just In!, Kalki Koechlin | Shop The Look, Manushi Chilar's Party Go-To's!, Snug Season, The Denim Drop, trousers","https://cdn.shopify.com/s/files/1/0785/1674/8585/files/25_nov_virgio0010_512x.jpg?v=1737115863"
15253,"Heather|Drop Shoulder Trucker Jacket","Shirt","Colour:Light Blue, Fabric:Denim, Gender:Women, GID_VWWJK24324017, GroupID:VWWJK24324017, Print:Solid, StyleID:VWWJK2432401701","ALL COLLECTIONS, Bleed Blue, Denim & Beyond, Earth-friendly Fabrics, Flash Sale, Hidden Gems, Inventory, Jackets, Just In!, Kalki Koechlin | Shop The Look, Lounge Wear, Manushi Chilar's Party Go-To's!, Midnight Sapphire, Shirts and Blouses, Snug Season, The Boyfriend's Hoodie, The Classic Edit, The Denim Drop, Threads of Freedom","https://cdn.shopify.com/s/files/1/0785/1674/8585/files/4th_DEC_2024_Virgio-0002_4_512x.jpg?v=1733742515"
15257,"Verity|Light Blue Wrap Mini Skirt","Skirt","Colour:Light Blue, Fabric:Denim, Gender:Women, GID_VWWSK24360291, GroupID:VWWSK24360291, Print:Solid, StyleID:VWWSK2436029101","ALL COLLECTIONS, Bleed Blue, Bottomwear veronica, Denim & Beyond, Earth-friendly Fabrics, Flash Sale, Hidden Gems, Just In!, Kalki Koechlin | Shop The Look, Manushi Chilar's Party Go-To's!, Midnight Sapphire, Rock & Ros̩, Skirts | Shorts, The Denim Drop, Threads of Freedom","https://cdn.shopify.com/s/files/1/0785/1674/8585/files/25_nov_virgio1732_15d51bac-9962-471b-a185-a41e37ad2353_512x.jpg?v=1738668228"
15259,"Blue|Denim Pintuck Crop Shirt","Shirt","Colour:Blue, Fabric:Denim, Gender:Women, GID_VWWSH24360294, GroupID:VWWSH24360294, Print:Solid, StyleID:VWWSH2436029402","ALL COLLECTIONS, Denim & Beyond, Earth-friendly Fabrics, Flash Sale, Inventory, Just In!, Kalki Koechlin | Shop The Look, Manushi Chilar's Party Go-To's!, Midnight Sapphire, Mystic Blue, Rock & Ros̩, Shirts and Blouses, The Classic Edit, The Denim Drop, Threads of Freedom, Tops, Topwear, Topwear veronica","https://cdn.shopify.com/s/files/1/0785/1674/8585/files/25_nov_virgio1695_1600x.jpg?v=1743496319"
15260,"Rio|Dark Blue High Waist Jeans","Trouser","Colour:Dark Blue, Fabric:Denim, Gender:Women, GID_VWWJE24360282, GroupID:VWWJE24360282, Print:Solid, StyleID:VWWJE2436028202","ALL COLLECTIONS, Bleed Blue, Bottomwear veronica, Denim & Beyond, Earth-friendly Fabrics, Flash Sale, Hidden Gems, Inventory, Just In!, Kalki Koechlin | Shop The Look, Manushi Chilar's Party Go-To's!, Midnight Sapphire, Snug Season, The Denim Drop, trousers","https://cdn.shopify.com/s/files/1/0785/1674/8585/files/25_nov_virgio0011_1_512x.jpg?v=1737115936"
15262,"Sunny|Cotton Panelled Trousers","Jeans","Colour:Blue, Fabric:Denim, Gender:Women, GID_VWWJE24314002, GroupID:VWWJE24314002, Print:Solid and Stripes, StyleID:VWWJE2431400201","ALL COLLECTIONS, Bottom wear, Bottomwear veronica, Denim & Beyond, Earth-friendly Fabrics, Flash Sale, Inventory, Just In!, Kalki Koechlin | Shop The Look, Manushi Chilar's Party Go-To's!, Midnight Sapphire, Mystic Blue, Rock & Ros̩, Snug Season, The Denim Drop, trousers","https://cdn.shopify.com/s/files/1/0785/1674/8585/files/25_nov_virgio1858_1600x.jpg?v=1733726785"
15264,"Rain|Cotton Denim Fusion Midi Skirt","Skirt","Colour:Blue And Olive, Fabric:Denim, Gender:Women, GID_VWWSK24314003, GroupID:VWWSK24314003, Print:Solid, StyleID:VWWSK2431400301","ALL COLLECTIONS, Bottomwear veronica, Earth-friendly Fabrics, Flash Sale, Hidden Gems, Inventory, Just In!, Kalki Koechlin | Shop The Look, Manushi Chilar's Party Go-To's!, Midnight Sapphire, Rock & Ros̩, Skirts | Shorts, The Denim Drop, Threads of Freedom","https://cdn.shopify.com/s/files/1/0785/1674/8585/files/25_nov_virgio0040_1_512x.jpg?v=1738668295"
15268,"Raisha Top|Cotton Smocking Top","Top","Colour:Black, Fabric:Cotton, Gender:Women, GID_VWWTO24446107, GroupID:VWWTO24446107, Print:Solid, StyleID:VWWTO2444610701","ALL COLLECTIONS, Casual Essentials, Cotton Collection, Crimson Night, Date Ready, Earth-friendly Fabrics, Flash Sale, Just In!, Kalki Koechlin | Shop The Look, Manushi Chilar's Party Go-To's!, Midnight Sapphire, Natural Fabrics, Office To Off-Duty, Party Wear, Santa's Chic List, The Knotted Affair","https://cdn.shopify.com/s/files/1/0785/1674/8585/files/13thNOV2024Virgio-1219_512x.jpg?v=1742396049"
15270,"Esin|Blue Oversized Plaid Shirt","Shirt","Colour:Blue, Fabric:Cotton, Gender:Women, GID_VWWSH24454051, GroupID:VWWSH24454051, Print:Checked, StyleID:VWWSH2445405101","ALL COLLECTIONS, Casual Essentials, Cotton Collection, Denim & Beyond, Earth-friendly Fabrics, Flash Sale, Just In!, Kalki Koechlin | Shop The Look, Lounge Wear, Manushi Chilar's Party Go-To's!, Midnight Sapphire, Mystic Blue, Natural Fabrics, Office To Off-Duty, Shirts and Blouses, Snug Season, The Classic Edit, The Denim Drop, The Grid Collective, Threads of Freedom, Tops, Topwear, Topwear veronica","https://cdn.shopify.com/s/files/1/0785/1674/8585/files/4th_DEC_2024_Virgio-0030_2_1600x.jpg?v=1733738715"
15272,"Ceylan|Cotton Plaid Shacket","Shirt","Colour:Red, Fabric:Cotton, Gender:Women, GID_VWWSH24454052, GroupID:VWWSH24454052, Print:Checked, StyleID:VWWSH2445405201","ALL COLLECTIONS, Casual Essentials, Cotton Collection, Crimson Night, Denim & Beyond, Earth-friendly Fabrics, Flash Sale, Just In!, Kalki Koechlin | Shop The Look, Kiss & Tell, Lounge Wear, Manushi Chilar's Party Go-To's!, Natural Fabrics, Office To Off-Duty, Red Velvet, Shirts and Blouses, Snug Season, The Classic Edit, The Denim Drop, The Grid Collective, Tops, Topwear, Topwear veronica","https://cdn.shopify.com/s/files/1/0785/1674/8585/files/4th_DEC_2024_Virgio-0011_5_512x.jpg?v=1733738650"
15273,"Penelope|Green Cropped Plaid Shacket","Shirt","Colour:Green, Fabric:Cotton, Gender:Women, GID_VWWSH24454050, GroupID:VWWSH24454050, Print:Checked, StyleID:VWWSH2445405001","ALL COLLECTIONS, Casual Essentials, Cotton Collection, Earth-friendly Fabrics, Flash Sale, Green Breeze, Just In!, Kalki Koechlin | Shop The Look, Lounge Wear, Manushi Chilar's Party Go-To's!, Natural Fabrics, Office To Off-Duty, Shirts and Blouses, Snug Season, The Classic Edit, The Denim Drop, The Grid Collective, Threads of Freedom, Tops, Topwear, Topwear veronica","https://cdn.shopify.com/s/files/1/0785/1674/8585/files/25_nov_virgio1896_512x.jpg?v=1743496771"
15275,"Karal |Paneled Fitted Bodice Dress","Dress","Colour:Blue, Fabric:Denim, Gender:Women, GID_VWWDR24374069, GroupID:VWWDR24374069, Print:Solid, StyleID:VWWDR2437406901","ALL COLLECTIONS, All Dresses, Denim & Beyond, Dresses, Earth-friendly Fabrics, Flash Sale, Inventory, Just In!, Kalki Koechlin | Shop The Look, Manushi Chilar's Party Go-To's!, Midnight Sapphire, Mystic Blue, Rock & Ros̩, The Denim Drop, Threads of Freedom","https://cdn.shopify.com/s/files/1/0785/1674/8585/files/25_nov_virgio1386_1600x.jpg?v=1733890454"
15277,"Charlotte|Trucotton White Pant With Rough Edge","Trouser","Colour:Off White, Fabric:Cotton, Gender:Women, GID_VWWJE24345008, GroupID:VWWJE24345008, Print:Solid, StyleID:VWWJE2434500802","ALL COLLECTIONS, Bottomwear veronica, Casual Essentials, Cotton Collection, Earth-friendly Fabrics, Flash Sale, Hidden Gems, Inventory, Just In!, Kalki Koechlin | Shop The Look, Manushi Chilar's Party Go-To's!, Natural Fabrics, Pink Snow, Rock & Ros̩, Snug Season, trousers, White Bloom","https://cdn.shopify.com/s/files/1/0785/1674/8585/files/WEB3_78574882-b4ef-4ae0-b6b1-50409291172a_512x.jpg?v=1739268643"
15279,"RihannaTop|Blue Embroidered Vest","Top","Colour:Blue, Fabric:Viscose, Gender:Women, GID_VWWWC24345015, GroupID:VWWWC24345015, Print:Embellished, StyleID:VWWWC2434501501","ALL COLLECTIONS, Casual Essentials, Earth-friendly Fabrics, Flash Sale, Inventory, Just In!, Kalki Koechlin | Shop The Look, Manushi Chilar's Party Go-To's!, Midnight Sapphire, Mystic Blue, Natural Fabrics, Rock & Ros̩, Threads of Freedom, Tops, Topwear, Topwear veronica, Viscose Collection","https://cdn.shopify.com/s/files/1/0785/1674/8585/files/Front_28th_oct_Virgio-0206_1600x.jpg?v=1733131021"
15280,"Xena|Linen+Olive Overlap Tie-Up Pant","Trouser","Colour:Olive, Fabric:Viscose, Gender:Women, GID_VWWTR24345009, GroupID:VWWTR24345009, Print:Solid, StyleID:VWWTR2434500901","ALL COLLECTIONS, Bottomwear veronica, Casual Essentials, Earth-friendly Fabrics, Fashion factor x VIRGIO, Flash Sale, Hidden Gems, Inventory, Just In!, Kalki Koechlin | Shop The Look, Manushi Chilar's Party Go-To's!, Mocha Mousse, Natural Fabrics, Rock & Ros̩, Snug Season, trousers, Viscose Collection","https://cdn.shopify.com/s/files/1/0785/1674/8585/files/WEB3_3c27e8e8-9fc6-485b-b23f-0cd9ce8fff49_512x.jpg?v=1739445875"
15282,"Ophelia|Blue Pleated Flared Jeans","Trouser","Colour:Blue, Fabric:Cotton, Gender:Women, GID_VWWJE24345010, GroupID:VWWJE24345010, Print:Solid, StyleID:VWWJE2434501001","ALL COLLECTIONS, Bottomwear veronica, Casual Essentials, Cotton Collection, Earth-friendly Fabrics, Flash Sale, Inventory, Just In!, Kalki Koechlin | Shop The Look, Manushi Chilar's Party Go-To's!, Midnight Sapphire, Mystic Blue, Natural Fabrics, Rock & Ros̩, trousers","https://cdn.shopify.com/s/files/1/0785/1674/8585/files/25_nov_virgio0085_1_1600x.jpg?v=1738671781"
15284,"Gemma|Trucotton Pink Pleated Flared Pant","Trouser","Colour:Pink, Fabric:Cotton, Gender:Women, GID_VWWJE24345010, GroupID:VWWJE24345010, Print:Solid, StyleID:VWWJE2434501002","ALL COLLECTIONS, Bottomwear veronica, Casual Essentials, Chasing Butterflies, Cotton Collection, Date Ready, Earth-friendly Fabrics, Flash Sale, Hidden Gems, Inventory, Just In!, Kalki Koechlin | Shop The Look, Kiss & Tell, Manushi Chilar's Party Go-To's!, Natural Fabrics, Pink Bloom, Pink Snow, Rock & Ros̩, Snug Season, The Bloom Collective, The Galentines Brunch, trousers","https://cdn.shopify.com/s/files/1/0785/1674/8585/files/WEB10_bf579837-de6b-4b0f-9157-8980206038db_512x.jpg?v=1739345898"
15286,"Beatrice|Blue Overlap Wrap Pants","Trouser","Colour:Blue, Fabric:Viscose, Gender:Women, GID_VWWTR24345009, GroupID:VWWTR24345009, Print:Solid, StyleID:VWWTR2434500902","ALL COLLECTIONS, Bottom wear, Bottomwear veronica, Casual Essentials, Earth-friendly Fabrics, Flash Sale, Inventory, Just In!, Kalki Koechlin | Shop The Look, Manushi Chilar's Party Go-To's!, Midnight Sapphire, Mystic Blue, Natural Fabrics, Rock & Ros̩, trousers, Viscose Collection","https://cdn.shopify.com/s/files/1/0785/1674/8585/files/WEB8_8d7d884a-fc03-455d-b0cf-78a61b2b1e59_1600x.jpg?v=1739445895"
15288,"Sophia|Trucotton Rough Edged Olive Pant","Trouser","Colour:Olive, Fabric:Cotton, Gender:Women, GID_VWWJE24345008, GroupID:VWWJE24345008, Print:Solid, StyleID:VWWJE2434500801","ALL COLLECTIONS, Bottomwear veronica, Casual Essentials, Cotton Collection, Earth-friendly Fabrics, Flash Sale, Hidden Gems, Inventory, Just In!, Kalki Koechlin | Shop The Look, Manushi Chilar's Party Go-To's!, Natural Fabrics, Rock & Ros̩, Snug Season, trousers","https://cdn.shopify.com/s/files/1/0785/1674/8585/files/25_nov_virgio1067_512x.jpg?v=1739445919"
15290,"Lily|Truviscose Floral Front Knotted Top","Top","Colour:Off White, Fabric:Viscose, Gender:Women, GID_VWWTO24345005, GroupID:VWWTO24345005, Print:Floral, StyleID:VWWTO2434500501","ALL COLLECTIONS, Casual Essentials, Chasing Butterflies, Date Ready, Earth-friendly Fabrics, Flash Sale, Hidden Gems, Inventory, Just In!, Kalki Koechlin | Shop The Look, Manushi Chilar's Party Go-To's!, Natural Fabrics, Pink Snow, Rock & Ros̩, Santa's Chic List, The Bloom Collective, The Galentines Brunch, Tops, Topwear, Topwear veronica, Viscose Collection, White Bloom","https://cdn.shopify.com/s/files/1/0785/1674/8585/files/WEB1_50f5711e-4c92-45c9-8c94-8a4b35232418_512x.jpg?v=1743764629"
15292,"Taylor Top|Floral Square-Neck Top","Top","Colour:Blue, Fabric:Cotton, Gender:Women, GID_VWWTO24345014, GroupID:VWWTO24345014, Print:Floral, StyleID:VWWTO2434501401","ALL COLLECTIONS, Casual Essentials, Cotton Collection, Earth-friendly Fabrics, Flash Sale, Inventory, Just In!, Kalki Koechlin | Shop The Look, Kiss & Tell, Manushi Chilar's Party Go-To's!, Midnight Sapphire, Mystic Blue, Natural Fabrics, Rock & Ros̩, The Bloom Collective, Threads of Freedom, Tops, Topwear, Topwear veronica","https://cdn.shopify.com/s/files/1/0785/1674/8585/files/WEB9_24730724-530a-445a-8eb2-b9bb9f05346e_1600x.jpg?v=1739273215"
15293,"Britney|Linen+ Olive Linen Co Ord Set","Co-Ord","Colour:Olive, Fabric:Viscose, Gender:Women, GID_VWWCO24355015, GroupID:VWWCO24355015, Print:Embellished, StyleID:VWWCO2435501502","ALL COLLECTIONS, Casual Essentials, Co-ords, coord-sets, Earth-friendly Fabrics, Flash Sale, Hidden Gems, Just In!, Kalki Koechlin | Shop The Look, Manushi Chilar's Party Go-To's!, Natural Fabrics, Perfect Match, Perfect Match!, Rock & Ros̩, The White Lotus, Threads of Freedom, Viscose Collection","https://cdn.shopify.com/s/files/1/0785/1674/8585/files/18th_dec_virgio-3900_1600x.jpg?v=1738667293"
15295,"Rihanna|Rose Detail Co-Ord Set","Co-Ord","Colour:Blue, Fabric:Viscose, Gender:Women, GID_VWWCO24355015, GroupID:VWWCO24355015, Print:Embellished, StyleID:VWWCO2435501501","ALL COLLECTIONS, Casual Essentials, Co-ords, coord-sets, Earth-friendly Fabrics, Flash Sale, Hidden Gems, Inventory, Just In!, Kalki Koechlin | Shop The Look, Manushi Chilar's Party Go-To's!, Midnight Sapphire, Mystic Blue, Natural Fabrics, Perfect Match, Perfect Match!, Rock & Ros̩, Threads of Freedom, Viscose Collection","https://cdn.shopify.com/s/files/1/0785/1674/8585/files/Look_Shot_28th_oct_Virgio-0363_1600x.jpg?v=1733131113"
15297,"Rosalie|Truviscose Floral Side-Slit With Ruching Skirt","Skirt","Colour:Off White, Fabric:Viscose, Gender:Women, GID_VWWSK24345011, GroupID:VWWSK24345011, Print:Floral, StyleID:VWWSK2434501101","ALL COLLECTIONS, Bottomwear veronica, Casual Essentials, Date Ready, Earth-friendly Fabrics, Flash Sale, Hidden Gems, Inventory, Just In!, Kalki Koechlin | Shop The Look, Kiss & Tell, Manushi Chilar's Party Go-To's!, Natural Fabrics, Pink Snow, Rock & Ros̩, Santa's Chic List, Skirts | Shorts, The Bloom Collective, Viscose Collection, White Bloom","https://cdn.shopify.com/s/files/1/0785/1674/8585/files/25_nov_virgio0537_512x.jpg?v=1739516595"
15299,"Taylor Skirt|Floral Ruffle-Hem Skirt","Skirt","Colour:Blue, Fabric:Cotton, Gender:Women, GID_VWWSK24345014, GroupID:VWWSK24345014, Print:Floral, StyleID:VWWSK2434501401","ALL COLLECTIONS, Bottom wear, Bottomwear veronica, Casual Essentials, Cotton Collection, Earth-friendly Fabrics, Flash Sale, Inventory, Just In!, Kalki Koechlin | Shop The Look, Kiss & Tell, Manushi Chilar's Party Go-To's!, Midnight Sapphire, Mystic Blue, Natural Fabrics, Rock & Ros̩, Skirts | Shorts, The Bloom Collective, Threads of Freedom","https://cdn.shopify.com/s/files/1/0785/1674/8585/files/WEB7_18724721-f738-4a4b-8909-57ccb4ee2a70_1600x.jpg?v=1739273613"
15301,"Sza|Linen+ Mini Dress With Front Button","Dress","Colour:Red, Fabric:Viscose, Gender:Women, GID_VWWDR24425072, GroupID:VWWDR24425072, Print:Solid, StyleID:VWWDR2442507201","ALL COLLECTIONS, All Dresses, Brunch Ready, Casual Essentials, Crimson Night, Date Ready, Dresses, Earth-friendly Fabrics, Flash Sale, Hidden Gems, Inventory, Just In!, Kalki Koechlin | Shop The Look, Kiss & Tell, Manushi Chilar's Party Go-To's!, Natural Fabrics, Party Wear, Red Velvet, Rock & Ros̩, Santa's Chic List, Soha's Pop Collection, The White Lotus, Vacation Vibe, Viscose Collection","https://cdn.shopify.com/s/files/1/0785/1674/8585/files/DSCF2161_042f31e6-0537-49d5-9d86-6086bbeb864c_512x.jpg?v=1740119204"
15303,"Doja Shirt| Rescued Polyester Printed Roll-Up Sleeve Shirt","Top","Colour:Orange, Fabric:Recycled Polyster, Gender:Women, GID_VWWSH24341467, GroupID:VWWSH24341467, Print:Tropical, StyleID:VWWSH2434146701","ALL COLLECTIONS, Chasing Butterflies, Earth-friendly Fabrics, Fashion factor x VIRGIO, Flash Sale, Hidden Gems, Inventory, Just In!, Kalki Koechlin | Shop The Look, Mocha Mousse, Rock & Ros̩, Shirts and Blouses, The Bloom Collective, The Galentines Brunch, The White Lotus","https://cdn.shopify.com/s/files/1/0785/1674/8585/files/25_nov_virgio1013_8eade07a-77f1-4c38-a1a9-6ad62ed0a21c_512x.jpg?v=1743071301"
15305,"Halsey|Viscose+ Off White Floral Co-Ords","Co-Ord","Colour:Beige, Fabric:Viscose, Gender:Women, GID_VWWCO24352160, GroupID:VWWCO24352160, Print:Floral, StyleID:VWWCO2435216001","ALL COLLECTIONS, Casual Essentials, Chasing Butterflies, Co-ords, coord-sets, Earth-friendly Fabrics, Flash Sale, Hidden Gems, Inventory, Just In!, Kalki Koechlin | Shop The Look, Natural Fabrics, Perfect Match, Perfect Match!, Rock & Ros̩, The Bloom Collective, The Galentines Brunch, The White Lotus, Viscose Collection","https://cdn.shopify.com/s/files/1/0785/1674/8585/files/25_nov_virgio0809_512x.jpg?v=1736490210"
15307,"Taylor|Floral Co-Ord Set","Co-Ord","Colour:Blue, Fabric:Cotton, Gender:Women, GID_VWWCO24355014, GroupID:VWWCO24355014, Print:Floral, StyleID:VWWCO2435501401","ALL COLLECTIONS, Casual Essentials, Co-ords, coord-sets, Cotton Collection, Date Ready, Earth-friendly Fabrics, Flash Sale, Hidden Gems, Inventory, Just In!, Kalki Koechlin | Shop The Look, Kiss & Tell, Manushi Chilar's Party Go-To's!, Midnight Sapphire, Mystic Blue, Natural Fabrics, Perfect Match, Perfect Match!, Rock & Ros̩, The Bloom Collective, Threads of Freedom","https://cdn.shopify.com/s/files/1/0785/1674/8585/files/WEB8_c082382f-892b-4f60-980d-bfca577e14a4_1600x.jpg?v=1739273850"
15309,"Britney Top|Linen+ Olive Rose Embroidered Vest","Top","Colour:Olive, Fabric:Viscose, Gender:Women, GID_VWWBZ24345015, GroupID:VWWBZ24345015, Print:Embellished, StyleID:VWWBZ2434501501","ALL COLLECTIONS, Casual Essentials, Earth-friendly Fabrics, Fashion factor x VIRGIO, Flash Sale, Hidden Gems, Just In!, Kalki Koechlin | Shop The Look, Manushi Chilar's Party Go-To's!, Mocha Mousse, Natural Fabrics, Rock & Ros̩, Threads of Freedom, Tops, Topwear, Topwear veronica, Viscose Collection","https://cdn.shopify.com/s/files/1/0785/1674/8585/files/18th_dec_virgio-3891_1600x.jpg?v=1736254268"
15311,"Yara|Truviscose Front Button-Down Midi Dress","Dress","Colour:Olive, Fabric:Viscose, Gender:Women, GID_VWWDR24345021, GroupID:VWWDR24345021, Print:Solid, StyleID:VWWDR2434502101","ALL COLLECTIONS, All Dresses, Brunch Ready, Casual Essentials, Dresses, Earth-friendly Fabrics, Flash Sale, Hidden Gems, Just In!, Kalki Koechlin | Shop The Look, Manushi Chilar's Party Go-To's!, Natural Fabrics, Rock & Ros̩, Soha's Pop Collection, Vacation Vibe, Viscose Collection","https://cdn.shopify.com/s/files/1/0785/1674/8585/files/WEB5_c5d45925-8867-4c58-87ba-efa87cd688d5_512x.jpg?v=1739274607"
15312,"Shakira|Rescued Polyester Floral Gathered Midi Dress","Dress","Colour:White, Fabric:Recycled Polyster, Gender:Women, GID_VWWDR24341831, GroupID:VWWDR24341831, Print:Floral, StyleID:VWWDR2434183101","ALL COLLECTIONS, All Dresses, Brunch Ready, Date Ready, Dresses, Earth-friendly Fabrics, Flash Sale, Hidden Gems, Just In!, Kalki Koechlin | Shop The Look, Lounge Wear, Pink Snow, Rock & Ros̩, The Bloom Collective, Threads of Freedom, Vacation Vibe, White Bloom","https://cdn.shopify.com/s/files/1/0785/1674/8585/files/WEB6_ad941da9-a688-43bc-b375-a50a6794453b_512x.jpg?v=1739430050"
15314,"Cher|Rescued Polyester Green Floral Co-Ord Set","Co-Ord","Colour:Green, Fabric:Recycled Polyster, Gender:Women, GID_VWWCO24341468, GroupID:VWWCO24341468, Print:Tropical, StyleID:VWWCO2434146802","ALL COLLECTIONS, Chasing Butterflies, Co-ords, coord-sets, Earth-friendly Fabrics, Flash Sale, Green Breeze, Hidden Gems, Inventory, Just In!, Kalki Koechlin | Shop The Look, Perfect Match, Perfect Match!, Rock & Ros̩, The Bloom Collective, The Galentines Brunch, The White Lotus, Threads of Freedom","https://cdn.shopify.com/s/files/1/0785/1674/8585/files/DSCF0751_512x.jpg?v=1741344382"
15316,"Rihanna Shorts|Blue Flap-Pocket Shorts","Shorts","Colour:Blue, Fabric:Viscose, Gender:Women, GID_VWWSO24345015, GroupID:VWWSO24345015, Print:Solid, StyleID:VWWSO2434501501","ALL COLLECTIONS, Bottom wear, Bottomwear veronica, Casual Essentials, Earth-friendly Fabrics, Flash Sale, Inventory, Just In!, Kalki Koechlin | Shop The Look, Manushi Chilar's Party Go-To's!, Midnight Sapphire, Mystic Blue, Natural Fabrics, Rock & Ros̩, Shorts, Viscose Collection","https://cdn.shopify.com/s/files/1/0785/1674/8585/files/Front_28th_oct_Virgio-0338_1600x.jpg?v=1733130927"
15318,"Rumi Skirt|Rescued Polyester Floral Midi Skirt","Skirt","Colour:White, Fabric:Recycled Polyster, Gender:Women, GID_VWWSK24348983, GroupID:VWWSK24348983, Print:Floral, StyleID:VWWSK2434898301","ALL COLLECTIONS, Bottomwear veronica, Date Ready, Earth-friendly Fabrics, Flash Sale, Hidden Gems, Inventory, Just In!, Kalki Koechlin | Shop The Look, Pink Snow, Rock & Ros̩, Skirts | Shorts, The Bloom Collective, Threads of Freedom, White Bloom","https://cdn.shopify.com/s/files/1/0785/1674/8585/files/WEB9_e056eb9d-5312-4696-9de6-cefeb799033f_512x.jpg?v=1739271796"
15320,"Rumi Top|Rescued Polyester Printed Corset Top","Top","Colour:Multi, Fabric:Recycled Polyster, Gender:Women, GID_VWWTO24349014, GroupID:VWWTO24349014, Print:Floral, StyleID:VWWTO2434901401","ALL COLLECTIONS, Date Ready, Earth-friendly Fabrics, Flash Sale, Hidden Gems, Inventory, Just In!, Kalki Koechlin | Shop The Look, Rock & Ros̩, The Bloom Collective, Threads of Freedom, Tops, Topwear, Topwear veronica","https://cdn.shopify.com/s/files/1/0785/1674/8585/files/WEB8_1379b82e-7547-43bf-999e-b0b1760291a6_512x.jpg?v=1739272087"
15322,"Tyla|Truviscose Floral Pleated Waist Midi Dress","Dress","Colour:Pink, Fabric:Viscose, Gender:Women, GID_VWWDR24345022, GroupID:VWWDR24345022, Print:Floral, StyleID:VWWDR2434502201","ALL COLLECTIONS, All Dresses, Brunch Ready, Casual Essentials, Date Ready, Dresses, Earth-friendly Fabrics, Flash Sale, Hidden Gems, Just In!, Kalki Koechlin | Shop The Look, Kiss & Tell, Manushi Chilar's Party Go-To's!, Natural Fabrics, Party Wear, Pink Bloom, Pink Snow, Rock & Ros̩, Soha's Pop Collection, The Bloom Collective, The Virgio Promise, Vacation Vibe, Viscose Collection","https://cdn.shopify.com/s/files/1/0785/1674/8585/files/WEB4_d9a02ca3-5bcf-4001-ac9b-8238bf70ce93_512x.jpg?v=1739429762"
